Name	Kind	Camp	Series	Treasure	HeadImage	ClientOnly	CorpseIdx	RedLum	GreenLum	BlueLum	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	HurtFrame	Skill1	Level1	Skill2	Level2	Skill3	Level3	Skill4	Level4	ActionScript	LevelScript	ExpParam	ExpParam1	ExpParam2	ExpParam3	LifeParam	LifeParam1	LifeParam2	LifeParam3	LifeReplenish	ARParam	ARParam1	ARParam2	ARParam3	DefenseParam	DefenseParam1	DefenseParam2	DefenseParam3	MinDamageParam	MinDamageParam1	MinDamageParam2	MinDamageParam3	MaxDamageParam	MaxDamageParam1	MaxDamageParam2	MaxDamageParam3	WalkSpeed	RunSpeed	AttackSpeed	CastSpeed	VisionRadius	HitRecover	ActiveRadius	AIMode	AIParam1	AIParam2	AIParam3	AIParam4	AIParam5	AIParam6	AIParam7	AIParam8	AIParam9	FireResist	ColdResist	LightResist	PoisonResist	PhysicsResist	FireResistMax	ColdResistMax	LightResistMax	PoisonResistMax	PhysicsResistMax	ReviveFrame	Stature	DropRateFile	AIMaxTime	PhysicalDamageBase	PhysicalMagicBase	PoisonDamageBase	PoisonMagicBase	ColdDamageBase	ColdMagicBase	FireDamageBase	FireMagicBase	LightingDamageBase	LightingMagicBase	AuraSkillId	AuraSkillLevel	PasstSkillId	PasstSkillLevel																																																																																			
TuyÖt S¸t sè 3	0	5	0	0							enemy079	0	0	0	0	0	30	35	24	24	10	10	1017	0|20	1017	0|20	1017	0|20	1017	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	60000	0|10000	100	0	0	1000	100	0	0	2000	100	0	0	0	100	0	0	0	6	12	90	90	1200	50	1300	10	0	25	25	25	25	0	0	0	0	0|40	0|40	0|40	0|40	0|40	75	75	75	75	75	180	100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|22	1008	0|20																																																																																			
TuyÖt S¸t sè 4	0	5	0	0							enemy079	0	0	0	0	0	30	35	24	24	10	10	1017	0|20	1017	0|20	1017	0|20	1017	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	60000	0|10000	100	0	0	1000	100	0	0	2000	100	0	0	0	100	0	0	0	6	12	90	90	1200	50	1300	10	0	25	25	25	25	0	0	0	0	0|40	0|40	0|40	0|40	0|40	75	75	75	75	75	180	100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|22	1008	0|20																																																																																			
TuyÖt S¸t sè 5	0	5	0	0							enemy079	0	0	0	0	0	30	35	24	24	10	10	1017	0|20	1017	0|20	1017	0|20	1017	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	60000	0|10000	100	0	0	1000	100	0	0	2000	100	0	0	0	100	0	0	0	6	12	90	90	1200	50	1300	10	0	25	25	25	25	0	0	0	0	0|40	0|40	0|40	0|40	0|40	75	75	75	75	75	180	100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|22	1008	0|20																																																																																			
TuyÖt S¸t sè 6	0	5	0	0							enemy079	0	0	0	0	0	30	35	24	24	10	10	1017	0|20	1017	0|20	1017	0|20	1017	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	60000	0|10000	100	0	0	1000	100	0	0	2000	100	0	0	0	100	0	0	0	6	12	90	90	1200	50	1300	10	0	25	25	25	25	0	0	0	0	0|40	0|40	0|40	0|40	0|40	75	75	75	75	75	180	100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|22	1008	0|20																																																																																			
TuyÖt S¸t sè 7	0	5	0	0							enemy079	0	0	0	0	0	30	35	24	24	10	10	1017	0|20	1017	0|20	1017	0|20	1017	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	60000	0|10000	100	0	0	1000	100	0	0	2000	100	0	0	0	100	0	0	0	6	12	90	90	1200	50	1300	10	0	25	25	25	25	0	0	0	0	0|40	0|40	0|40	0|40	0|40	75	75	75	75	75	180	100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|22	1008	0|20																																																																																			
TuyÖt S¸t sè 8	0	5	0	0							enemy079	0	0	0	0	0	30	35	24	24	10	10	1017	0|20	1017	0|20	1017	0|20	1017	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	60000	0|10000	100	0	0	1000	100	0	0	2000	100	0	0	0	100	0	0	0	6	12	90	90	1200	50	1300	10	0	25	25	25	25	0	0	0	0	0|40	0|40	0|40	0|40	0|40	75	75	75	75	75	180	100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|22	1008	0|20																																																																																			
L·nh B¨ng	0	5	0	0							enemy059	0	0	0	0	0	36	40	24	10	10	10	1013	0|20	876	0|20	336	0|20	337	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	10000000	0|500	100	0	0	6000	100	0	0	800	100	0	0	234	100	0	0	234	12	12	15	15	1000	100	1200	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	0	100		9	0|200	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	539	0|20	297	0|60																																																																																			
NhÝm	0	5	0	0							ani019	0	0	0	0	0	14	11	17	10	20	13	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\stupidanimal.lua	100	0	0	0	100	0.5	20	2000	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	18	18	400	50	700	3	60	30	50	40	60	0	0	0	10	0|0.6	0|0.5	0|0	0|0.5	0|0.5	90	75	60	75	75	0	100		24	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	16	0|10		0|0																																																																																			
ThÝch VÞ V­¬ng	0	5	0	0							boss083	0	0	0	0	0	10	10	9	5	5	7	20	0|20	1006	0|20	321	0|20	325	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	8000000	0|500	100	0	0	6000	100	0	0	800	100	0	0	234	100	0	0	234	12	12	18	18	1000	100	1200	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	0	100		18	0|200	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	16	0|22	297	0|60																																																																																			
T­¬ng Sinh Tö	3	6	0	0							enemy007	0	0	0	0	0	27	27	31	10	23	12																																																																100																																																																																																			
T­¬ng Kh¾c Tö	3	6	0	0							enemy007	0	0	0	0	0	27	27	31	10	23	12																																																																100																																																																																																			
§iªu T­îng ( Kim)	3	6	0	0							passerby340_jin	0	0	0	0	0																																																																						80																																																																																																			
§iªu T­îng (Méc)	3	6	1	0							passerby340_mu	0	0	0	0	0																																																																						80																																																																																																			
§iªu T­îng ( thñy )	3	6	2	0							passerby340_shui	0	0	0	0	0																																																																						80																																																																																																			
§iªu T­îng ( Háa )	3	6	3	0							passerby340_huo	0	0	0	0	0																																																																						80																																																																																																			
§iªu T­îng ( Thæ)	3	6	4	0							passerby340_tu	0	0	0	0	0																																																																						80																																																																																																			
Kim quèc V?s?	0	5	0	0							enemy085	0	0	0	0	0	35	33	0	0	0	0	627	0|20	627	0|20	627	0|20	627	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	200000	0|0	100	0	0	1000	100	0	0	400	100	0	0	0	100	0	0	0	6	12	18	18	200	50	200	1	50	25	25	25	25	30	50	0	0	0|130	0|130	0|130	0|130	0|130	95	95	95	95	95	0	100		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60																																																																																			
Trô Tö ( Më )	3	6	2	0							passerby341_jin	0	0	0	0	0																																																																						150																																																																																																			
Ngäc Long §Ö Tö	0	5	0	0							enemy076	0	0	0	0	0	40	40	0	0	0	0	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\jianzhongmigong.lua	100	0	0	0	100	0	0	600000	0|500	100	0	0	3300	100	0	0	800	100	0	0	234	100	0	0	234	12	12	15	15	500	100	700	1	50	25	25	25	25	30	50	0	0	0|95	0|95	0|95	0|95	0|95	95	95	95	95	95	0	100		18	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60																																																																																			
L­u TuÊn	0	5	0	0							enemy051	0	0	0	0	0	27	28	24	10	10	10	876	0|20	302	0|20	931	0|20	930	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	8000000	0|1400	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	600	1	50	25	25	35	15	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	180	120		9	0|500	0|500	0|0	0|500	0|0	0|500	0|0	0|500	0|0	0|500	539	0|20	297	0|60																																																																																			
Phïng Quang Quang	0	5	0	0							enemy203	0	0	0	0	0	36	40	24	10	10	10																																																																130																																																																																																			
Long Cöu Thiªn ( BiÕn th©n)	0	5	0	0							boss087	0	0	0	0	0	37	38	20	11	10	10	1045	0|40	1046	0|40	1047	0|40	1048	0|60		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	36000000	0|1400	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	1200	1	50	20	15	35	30	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	180	120		3	0|1200	0|1200	0|0	0|1200	0|0	0|1200	0|0	0|1200	0|0	0|1200	539	0|20	297	0|60																																																																																			
Bµn TiÖc	3	6	0								passerby_jiuzhuo	0	0	0	0	0	34	36																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
ThÈm Viªn Ngo¹i	3	6	0								passerby036_4	0	0	0	0	0	19	19																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
´óÍ·ÍÞÍÞ_×°ÊÎ_Õ½¶·	0	5	2	2							npc050111001	0	0	0	0	0	35	36	32	12	14	13	876	0|20	933	0|20	931	0|20	930	0|20		\script\npclevelscript\makeboss.lua	100	0	10	50	100	0	0	10000000	0|10000	100	0	0	10000	100	0	0	2000	100	0	0	0	100	0	0	0	6	6	18	18	400	50	700	2	40	40	60	40	60	0	0	10	0	0|100	0|100	0|100	0|100	0|100	100	100	100	100	100	1440	100		36	0|3000	0|3000	0|3000	0|3000	0|3000	0|3000	0|3000	0|3000	0|3000	0|3000	539	0|20	297	0|60																																																																																			
ÎèÄÏÊ¨_×°ÊÎ_Õ½¶·	0	5	2	2							npc050111002	0	0	0	0	0	35	36	32	12	14	13	876	0|20	933	0|20	931	0|20	930	0|20		\script\npclevelscript\makeboss.lua	100	0	10	50	100	0	0	10000000	0|10000	100	0	0	10000	100	0	0	2000	100	0	0	0	100	0	0	0	6	6	18	18	400	50	700	2	40	40	60	40	60	0	0	10	0	0|100	0|100	0|100	0|100	0|100	100	100	100	100	100	1440	100		36	0|3000	0|3000	0|3000	0|3000	0|3000	0|3000	0|3000	0|3000	0|3000	0|3000	539	0|20	297	0|60																																																																																			
Îè±±Ê¨_×°ÊÎ_Õ½¶·	0	5	2	2							npc050111003	0	0	0	0	0	35	36	32	12	14	13	876	0|20	933	0|20	931	0|20	930	0|20		\script\npclevelscript\makeboss.lua	100	0	10	50	100	0	0	10000000	0|10000	100	0	0	10000	100	0	0	2000	100	0	0	0	100	0	0	0	6	6	18	18	400	50	700	2	40	40	60	40	60	0	0	10	0	0|100	0|100	0|100	0|100	0|100	100	100	100	100	100	1440	100		36	0|3000	0|3000	0|3000	0|3000	0|3000	0|3000	0|3000	0|3000	0|3000	0|3000	539	0|20	297	0|60																																																																																			
Öù×Ó£¨½ð£©	3	6	0	0							passerby341_jin	0	0	0	0	0																																																																						150																																																																																																			
Öù×Ó£¨Ä¾£©	3	6	1	0							passerby341_mu	0	0	0	0	0																																																																						150																																																																																																			
Öù×Ó£¨Ë®£©	3	6	2	0							passerby341_shui	0	0	0	0	0																																																																						150																																																																																																			
Öù×Ó£¨»ð£©	3	6	3	0							passerby341_huo	0	0	0	0	0																																																																						150																																																																																																			
Öù×Ó£¨ÍÁ£©	3	6	4	0							passerby341_tu	0	0	0	0	0																																																																						150																																																																																																			
MÆt n¹ - ChÝ T«n Vâ L©m ThiÕu HiÖp	3	6	1								passerby345	0	0	0	0	0	21	18	23	19	19	9																																								400		700																						80		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
MÆt n¹ - ChÝ T«n Vâ L©m N÷ HiÖp	3	6	1								passerby346	0	0	0	0	0	21	24	19	16	16	11																																								400		700																						80		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Ö²Ê÷½Ú·¥Ä¾Õß	0	5	0	0			132				enemy023	0	0	0	0	0	36	36	20	11	10	10	323	0|35	323	0|35	40	0|30	40	0|30		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	12000000	0|4400	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	15	15	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	0	100		3	0|500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	539	0|20	297	0|60																																																																																			
¹Å¾øÉ±£¨ÊÂ¼þ41£©	0	5	0	0							enemy023	0	0	0	0	0	32	55	38	14	31	12	1026	0|20	323	0|35	931	0|20	930	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	12000000	0|0	100	0	0	6000	100	0	0	800	100	0	0	234	100	0	0	234	12	12	15	15	1000	100	1200	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	0	100		12	0|200	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	69	0|20	547	0|60																																																																																			
Öù×Ó£¨ÊÂ¼þ23£©	0	5	0	0							passerby341_jin	0	0	0	0	0							0	0|20	0	0|20	0	0|20	0	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	600000	0|10000	100	0	0	1000	100	0	0	2000	100	0	0	0	100	0	0	0	6	12	18	18	1200	50	1300	10	0	25	25	25	25	0	0	0	0	0|40	0|40	0|40	0|40	0|40	75	75	75	75	75	180	150		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	1029	0|10	1008	0|20																																																																																			
NhiÕp ThÝ TrÇn	0	5	2	24			420				enemy205	0	0	0	0	0	36	40	24	10	10	10	236	0|20	236	0|20	236	0|20	236	0|20		\script\npclevelscript\makeboss.lua	100	0	0	400000	100	0	0	2200000	0|1000	100	0	0	800	100	0	0	1400	100	0	0	0	100	0	0	0	6	6	12	12	800	100	1000	1	50	25	25	25	25	30	50	0	0	0|50	0|65	0|50	0|60	0|60	95	95	95	95	95	180	100		6	0|0	0|0	0|0	0|0	0|0	0|1500	0|0	0|0	0|0	0|0	1043	0|30	297	0|30																																																																																			
V­ît ¶i_Cæ B¸ch	0	5	0	24			131				boss046	0	0	0	0	0	37	38	20	11	10	10	323	0|35	323	0|35	40	0|30	40	0|30		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	12000000	0|1400	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	15	15	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	720	100		3	0|500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	146	0|20	297	0|60																																																																																			
V­ît ¶i_HuyÒn Gi¸c §¹i S­	0	5	0	24			131				boss047	0	0	0	0	0	37	38	20	11	10	10	318	0|25	318	0|25	318	0|25	20	0|62		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	12000000	0|1400	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	15	15	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	720	115		3	0|500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	16	0|62	297	0|60																																																																																			
V­ît ¶i_§­êng BÊt NhiÔm	0	5	0	24			131				boss048	0	0	0	0	0	37	38	20	11	10	10	302	0|20	351	0|20	302	0|20	342	0|20		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	12000000	0|1400	100	0	0	6000	100	0	0	1600	100	0	0	0	100	0	0	0	6	6	18	18	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	720	115		3	0|655	0|0	0|0	0|380	0|0	0|0	0|0	0|0	0|0	0|0	51	0|30	297	0|60																																																																																			
V­ît ¶i_Lam Y Y	0	5	0	24			131				boss049	0	0	0	0	0	37	38	20	11	10	10	353	0|30	353	0|30	353	0|30	355	0|30		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	12000000	0|1400	100	0	0	2800	100	0	0	1600	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	720	115		3	0|1200	0|0	0|170	0|700	0|0	0|0	0|0	0|0	0|0	0|0	86	0|20	297	0|60																																																																																			
V­ît ¶i _Thanh HiÓu S­ Th¸i	0	5	0	24			131				boss050	0	0	0	0	0	37	38	20	11	10	10	328	0|20	328	0|20	380	0|30	380	0|30		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	12000000	0|1400	100	0	0	2800	100	0	0	1600	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	720	100		3	0|600	0|0	0|0	0|0	0|350	0|2200	0|0	0|0	0|0	0|0	86	0|20	297	0|60																																																																																			
V­ît ¶i_Chung Linh Tó	0	5	0	24			131				boss051	0	0	0	0	0	37	38	20	11	10	10	336	0|20	336	0|20	108	0|30	337	0|30		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	12000000	0|1400	100	0	0	2800	100	0	0	1600	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	1	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	720	100		3	0|65	0|1600	0|0	0|0	0|1170	0|1600	0|0	0|0	0|0	0|0	86	0|20	297	0|60																																																																																			
V­ît ¶i_Hµ Nh©n Ng¶	0	5	0	24			131				boss052	0	0	0	0	0	37	38	20	11	10	10	357	0|20	128	0|20	359	0|20	359	0|20		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	12000000	0|1400	100	0	0	2000	100	0	0	1600	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	720	100		3	0|650	0|0	0|0	0|0	0|0	0|0	0|0	0|1200	0|0	0|0	86	0|20	297	0|60																																																																																			
V­ît ¶i _§oan Méc DuÖ	0	5	0	24			131				boss053	0	0	0	0	0	37	38	20	11	10	10	361	0|20	361	0|20	362	0|20	362	0|20		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	12000000	0|1400	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	180	115		3	0|1728	0|0	0|0	0|0	0|0	0|0	0|0	0|4400	0|0	0|0	146	0|20	297	0|60																																																																																			
V­ît ¶i_§¹o Thanh Ch©n Nh©n	0	5	0	24			131				boss054	0	0	0	0	0	37	38	20	11	10	10	368	0|20	368	0|20	365	0|10	365	0|10		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	12000000	0|1400	100	0	0	8000	100	0	0	2400	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	180	100		3	0|800	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|1000	0|1400	159	0|20	297	0|60																																																																																			
V­ît ¶i _Toµn C¬ Tö	0	5	0	24			131				boss055	0	0	0	0	0	37	38	20	11	10	10	372	0|20	372	0|20	375	0|20	375	0|20		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	12000000	0|1400	100	0	0	2000	100	0	0	1600	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	180	100		3	0|660	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|600	0|1380	86	0|20	297	0|60																																																																																			
V­ît ¶i_Ng­êi tiÕp dÉn MËt Phßng	3	6	0								passerby043	0	0	0	0	0	26	30														\script\npclevelscript\newnpc.lua																														400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
§Æc Th¸m Tèng Qu©n	0	1	2	0			126				enemy017	0	0	0	0	0	30	30	20	11	23	15	165	5|10|15	165	5|10|15	165	5|10|15	165	5|10|15		\script\npclevelscript\soldier5.lua	100	0	0	0	100	200000	500000	1000000	0|1000	100	500	800	1000	100	300	500	800	100	0	0	0	100	0	0	0	12	12	18	18	800	100	1000	1	80	25	25	25	25	30	50	20	50	0|30	0|30	0|30	0|30	0|30	85	85	85	85	85	180	100		6	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	86	0|0|20	297	0|60																																																																																			
